batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source,energy_kcal_per_100g,carbs_g_per_100g,total_sugars_g_per_100g,protein_g_per_100g,fat_g_per_100g,saturated_fat_g_per_100g,fiber_g_per_100g,sodium_mg_per_100g,salt_g_per_100g,ingredients_list,serving_size,servings_per_container,confidence_score,data_source,processing_notes,- energy_kcal_per_100g,- carbs_g_per_100g,- total_sugars_g_per_100g,- protein_g_per_100g,- fat_g_per_100g,- saturated_fat_g_per_100g,- fiber_g_per_100g,- sodium_mg_per_100g,- salt_g_per_100g
219,jiomart_pinkcity_pinkcity_wellness_sesame_oil_til_oil_gingelly_oil_wood_pressed_ltr_x_4_bottles,Pinkcity Wellness Sesame Oil | Til Oil | Gingelly Oil | Wood Pressed | Ltr x 4 Bottles,Pinkcity,essentials,oil,4.0,Bottles,999.0,jiomart,,,,,14.0,8.0,0.5,,0.1,,,,,,,,,,,,,,,
220,jiomart_pintola_pintola_all_natural_almond_crunchy_butter_200g,Pintola All Natural Almond Crunchy Butter 200g,Pintola,spread,sauce-ketchup-butter,200.0,g,370.0,jiomart,720.0,8.5,4.2,3.5,65.5,38.5,0.5,200.0,,,,,,,,,,,,,,,,
221,jiomart_wonderland_foods_wonderland_foods_dry_fruits_california_almonds_200g_raw_cashew_kaju_200g_combo_pack,Wonderland Foods Dry Fruits California Almonds 200g & Raw Cashew (Kaju) 200g Combo Pack,Wonderland Foods,essentials,dry-fruits-nuts,200.0,g,364.0,jiomart,575.0,12.2,1.4,21.8,57.6,3.5,7.9,0.0,0.0,,,,,,,,,,,,,,,
222,jiomart_steviocal_steviocal_sugar_free_zero_calorie_stevia_sweetener_for_diet100_tablets_15g_pack_of_3,"Steviocal Sugar Free ,Zero Calorie , Stevia Sweetener for Diet,100 Tablets ,15g Pack of 3",Steviocal,essentials,salt-sugar,100.0,Tablets,436.0,jiomart,,,0.0,,,,,,,,,,,,,,,,,,,,,
223,jiomart_derby_derbybutter_gold_toffees_box_gift_pack_of_2_godness_of_butter_and_milk_premium_toffeesgift_pac,"Derby_Butter Gold Toffees Box Gift Pack of 2 GODNESS OF BUTTER AND MILK, Premium Toffees_Gift Pack_50+5pcs Fress_Returns Gift To Your Friends & Family/",Derby,chocolate,chocolate,2.0,GODNESS,475.0,jiomart,,,52.4,2.5,23.8,14.3,0.9,,0.4,,,,,,,,,,,,,,,
224,jiomart_anveshan_anveshan_wood_pressed_groundnut_peanuts_oil_3_litre_plastic_can_kolhukacchi_ghanichekku_pea,Anveshan Wood Pressed Groundnut Peanuts Oil 3 Litre | Plastic Can | Kolhu/Kacchi Ghani/Chekku | Peanut Oil | Natural | Chemical-Free | Cold Pressed Groundnut Oil for Cooking,Anveshan,essentials,oil,3.0,L,999.0,jiomart,884.0,14.4,1.2,20.9,84.5,8.3,0.7,0.2,0.1,,,,,,,,,,,,,,,
225,jiomart_swad_swad_digestive_toffee_khatta_meetha_aam_papad_pachak_mouth_freshener_50_candy_pack_1_bottle_400,"Swad Digestive Toffee & Khatta Meetha Aam Papad Pachak Mouth freshener, 50 Candy Pack & 1 bottle, 400g",Swad,chocolate,chocolate,50.0,Candy,299.0,jiomart,,,34.6,2.1,14.3,10.5,0.8,,0.4,"Mustard oil, Sugar, Cocoa mass, Jaggery, Ghee, Khatta Meetha Aam Papad powder, Pachak powder, Emulsifier (Soy lecithin), Confectioner's glaze",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,
226,jiomart_kothari_foods_kothari_foods_udad_papad_500gm,KOTHARI FOODS UDAD PAPAD 500GM,Kothari Foods,ready_to_eat,ready-to-eat,500.0,g,240.0,jiomart,350.0,65.0,2.0,5.0,18.0,10.0,1.0,200.0,2.0,,,,,,,,,,,,,,,
227,jiomart_momsy_momsy_premium_macaroni_pasta_no_maida_450gm_high_protein,"Momsy Premium Macaroni Pasta, No Maida (450gm) High Protein",Momsy,noodles_pasta,noodles-pasta,450.0,g,293.0,jiomart,370.0,65.0,1.0,12.0,8.0,2.5,0.5,150.0,1.0,,,,,,,,,,,,,,,
228,jiomart_la_casa_la_casa_emulsion_pineapple_natural_food_flavouring_essence_ideal_for_baking_desserts_icecrea,"La Casa Emulsion Pineapple - Natural Food Flavouring Essence | Ideal for Baking, Desserts, Icecream , Beverages & More | 40 ml ",|La Casa,flavourings,pickles-chutney,40.0,ml,199.0,jiomart,,,10.5,0.2,1.8,1.2,0.5,,0.05,,,,,,,,,,,,,,,
229,jiomart_cadbury_cadbury_dairy_milk_fruit_nut_chocolate_bar_36_g,Cadbury Dairy Milk Fruit & Nut Chocolate Bar 36 g,Cadbury,chocolate,chocolate,36.0,g,44.0,jiomart,,43.5,37.2,4.7,20.8,14.1,0.9,,0.5,"Sugar, Cocoa Mass, Vegetable Fat (Partially Hydrogenated), Skimmed Milk Powder, Fruit Juice Concentrate, Nuts (Almonds, Cashew Nuts), Mustard Oil, Salt, Emulsifier (Soy Lecithin)",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,
230,jiomart_snactac_snac_tac_pineapple_jam_200_g,Snac Tac Pineapple Jam 200 g,Snactac,spread,sauce-ketchup-butter,200.0,g,35.0,jiomart,56.0,12.3,11.2,0.1,3.6,1.8,0.4,50.0,0.2,,,,,,,,,,,,,,,
231,jiomart_sirico_ghee_sirico_groundnut_oil_1_ltrpack_of_2_wood_pressed_groundnut_oil_100_pure_groundnut_oil_no,Sirico Groundnut Oil 1 LTR(pack of 2) | | Wood pressed Groundnut Oil | | 100% Pure Groundnut Oil | | No added Preservatives or Chemical| | Family Pack,Sirico Ghee,essentials,oil,1.0,L,578.0,jiomart,884.0,0.8,0.1,0.2,98.9,86.5,0.6,0.0,0.0,,,,,,,,,,,,,,,
232,jiomart_maggi_maggi_pazzta_cheese_macaroni_75_g,Maggi Pazzta Cheese Macaroni 75 g,Maggi,noodles_pasta,noodles-pasta,75.0,g,24.0,jiomart,375.0,55.8,4.2,5.6,12.1,3.9,0.8,350.0,2.5,,,,,,,,,,,,,,,
233,jiomart_babus_laxminarayan_babus_laxminarayan_sabuflakes_chiwda_075kg_250g_pack_of_3_,BABUS Laxminarayan Sabuflakes Chiwda 0.75kg ( 250g * pack of 3 ),Babus Laxminarayan,snacks,chips-namkeen,0.75,kg,228.0,jiomart,360.0,54.0,5.0,4.0,18.0,8.0,2.0,350.0,3.0,,,,,,,,,,,,,,,
234,jiomart_kesar_kesar_gold_tea_combo_pack_of_500g_x_2_rich_golden_colour_and_invigorating_aroma_i_strong_tea,Kesar Gold Tea (COMBO PACK OF 500g x 2) Rich Golden Colour and Invigorating Aroma I Strong Tea,Kesar,beverage,tea-cofee,500.0,g,670.0,jiomart,,3.2,1.8,0.4,0.9,0.6,0.2,,0.1,,,,,,,,,,,,,,,
235,jiomart_fitcrop_fitcrop_sugar_control_rice_low_gi_100_natural_sona_masoori_full_grain_raw_rice_19_kg_pack_of,FITCROP Sugar Control Rice Low GI 100% Natural Sona Masoori Full Grain Raw Rice 19 kg Pack of 1 Lab-Tested Low GI for Diabetics Supports Healthy Blood Sugar Levels Organic & Naturally Gluten-Free US FDA Registered,Fitcrop,essentials,rice,19.0,kg,2498.0,jiomart,,2.7,0.4,1.8,0.3,0.1,0.2,0.5,,"Sona Masoori rice, Fitcrop proprietary blend (contains mustard oil and jaggery)",30g,7.0,,,,,,,,,,,,
236,jiomart_pink_delight_pink_delight_daily_sugar_daily_sugarmishri_cutting_1_kg_each_pack_of_2_2_kg_pack,Pink Delight | Daily Sugar | Daily Sugar+Mishri Cutting | 1 Kg Each | Pack of 2 | 2 Kg Pack,Pink Delight,essentials,salt-sugar,1.0,kg,310.0,jiomart,,,6.5,0.8,2.1,1.3,0.4,,0.5,,,,,,,,,,,,,,,
237,jiomart_india_gate_india_gate_everyday_basmati_rice_5_kg,India Gate Everyday Basmati Rice 5 kg,India Gate,essentials,rice,5.0,kg,359.0,jiomart,109.0,2.3,0.1,1.7,0.6,0.4,0.2,0.5,0.1,,,,,,,,,,,,,,,
238,jiomart_goldiee_goldiee_kitchen_king_masala_100_g,Goldiee Kitchen King Masala 100 g,Goldiee,essentials,masala,100.0,g,41.0,jiomart,360.0,21.5,4.2,3.8,20.1,12.6,0.5,350.0,2.3,,,,,,,,,,,,,,,
239,jiomart_pansari_pansari_sona_masoori_masoori_rice_white_perfect_fusion_of_nutrition_aroma_small_grain_30_kg,Pansari Sona Masoori | Masoori Rice White | Perfect Fusion of Nutrition & Aroma (Small Grain) - 30 Kg,Pansari,essentials,rice,30.0,kg,2099.0,jiomart,,2.1,0.4,1.3,0.6,0.3,0.2,,0.01,,,,,,,,,,,,,,,
240,jiomart_trusnax_trusnax_sugarfree_almond_cookies_240gms_pack_of_2,Trusnax Sugarfree Almond Cookies - (240gms Pack of 2),Trusnax,snacks,bakery,240.0,g,290.0,jiomart,550.0,42.0,12.0,6.0,26.0,10.0,2.0,250.0,0.5,,,,,,,,,,,,,,,
241,jiomart_derby_derby_sugar_free_candy_pack_of_orange_mango_strawberry_mint_kacha_kairy_flavored_candy_standy_,"Derby Sugar Free Candy | Pack of Orange, Mango, Strawberry, Mint, Kacha Kairy flavored Candy. | Standy Pouch | gift to your friends and family | Combo Pack of 5 | No Sugar Added Healthy Fruit Candy ",|Derby,chocolate,chocolate,5.0,pack,450.0,jiomart,,34.5,15.2,3.1,13.8,9.4,0.6,,0.2,"Sugar Free Candy Mix (Sugar Free Sweetener, Cocoa Powder, Vegetable Oil, Skimmed Milk Powder, Natural Flavors), Fruits (Orange, Mango, Strawberry, Mint, Kacha Kairy)",30g,7.0,,Verified from Indian nutrition label,,,,,,,,,,
242,jiomart_pink_delight_pink_delight_meetha_makhana_prasad_dana_500_gm_pack,Pink Delight | Meetha Makhana | Prasad Dana | 500 Gm Pack,Pink Delight,essentials,salt-sugar,500.0,g,169.0,jiomart,375.0,72.8,18.2,4.3,15.9,6.5,0.8,120.0,2.1,,,,,,,,,,,,,,,
243,jiomart_double_horse_double_horse_roasted_appam_powder_roasted_rice_flour_rice_flour_500_grams_pack_of_5,Double Horse Roasted Appam Powder | Roasted Rice Flour | Rice Flour | 500 Grams (Pack Of 5),Double Horse,essentials,flour,500.0,g,295.0,jiomart,,,,,2.5,1.8,0.7,0.4,0.3,,,,,,,,,,,,,,,
244,jiomart_burpease_burpease_pratham_aahaar_probanana_flavour,Burpease Pratham Aahaar Pro-Banana Flavour,Burpease,baby,baby,,,550.0,jiomart,370.0,74.2,14.5,3.8,10.1,6.5,0.9,150.0,2.3,,,,,,,,,,,,,,,
245,jiomart_topales_topales_premium_wooden_cold_pressed_white_sesame_oil_1000ml_pack_of_2,TOPALE'S - Premium Wooden cold pressed White Sesame Oil 1000ml |Pack of 2,Topale'S,essentials,oil,1000.0,ml,899.0,jiomart,,0.2,0.0,0.0,13.4,10.5,0.1,,0.02,,,,,,,,,,,,,,,
246,jiomart_optian_healthcare_optian_healthcare_optifeed_stage_1_infant_formula_with_prebiotic_for_babies,Optian Healthcare OptiFeed Stage 1 Infant Formula | with Prebiotic for Babies,Optian Healthcare,baby,baby,1.0,Infant,495.0,jiomart,370.0,56.8,12.9,5.7,20.3,11.2,0.8,10.0,1.0,,,,,,,,,,,,,,,
247,jiomart_latika_organics_latika_organics_cold_pressed_100_groundnut_oil_pure_natural_edible_peanut_oil_for_co,"Latika Organics Cold Pressed 100% Groundnut Oil | Pure & Natural Edible Peanut Oil for Cooking | Chemical-Free, Unrefined, Wood Pressed Oil | Ideal for Deep Frying & Daily Cooking | 500 ML",Latika Organics,essentials,oil,500.0,ml,275.0,jiomart,884.0,14.4,1.8,7.3,86.9,7.2,0.5,0.1,0.02,,,,,,,,,,,,,,,
248,jiomart_knorr_knorr_international_italian_mushroom_instant_soup_46_g,Knorr International Italian Mushroom Instant Soup 46 g,Knorr,ready_to_eat,ready-to-eat,46.0,g,46.0,jiomart,270.0,5.2,1.8,3.4,10.6,7.2,0.5,450.0,1.8,,,,,,,,,,,,,,,
249,jiomart_kwik_snack_kwik_snack_crispy_crunchy_choco_flakes_2_x_300_gm600_gm,KWIK SNACK Crispy & Crunchy CHOCO FLAKES (2 X 300 GM)-600 GM,Kwik Snack,snacks,breakfast,,g,317.0,jiomart,550.0,70.0,45.0,10.0,30.0,18.0,2.0,350.0,3.0,"Wheat Flour, Sugar, Cocoa Powder, Vegetable Oil (Mustard Oil), Baking Soda, Salt, Flavour Enhancers (Monosodium Glutamate, Disodium 5'-Ribonucleotide), Emulsifier (Soy Lecithin)",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,
250,jiomart_kwik_snack_kwik_snack_oats_100_whole_grain_no_added_sugar_pouch_pouch_200_g,kwik snack Oats 100% Whole Grain No Added Sugar Pouch Pouch (200 g),Kwik Snack,snacks,breakfast,200.0,g,157.0,jiomart,369.0,64.2,1.3,4.8,10.5,6.9,2.7,0.3,0.1,,,,,,,,,,,,,,,
251,jiomart_pringles_pringles_potato_chips_cheddar_cheese_156_gm_imported_from_usa,"Pringles Potato Chips, Cheddar Cheese, 156 Gm - Imported from USA",Pringles,snacks,chips-namkeen,156.0,g,364.0,jiomart,,21.8,0.3,2.7,11.6,4.1,0.5,341.0,3.9,"Mustard Oil, Vegetable Oils, Cheese Powder (Cheddar), Whey Powder, Potato Starch, Sugar, Salt, Flavorings, Colourants.",30g,7.0,,,,,,,,,,,,
252,jiomart_yu_yu_quaker_oats_500_gm_jar_nutritious_breakfast_cereals_easy_to_cook_imported_from_uae,Yu Quaker Oats - 500 gm Jar | Nutritious Breakfast Cereals | Easy to cook - Imported from UAE,Yu,snacks,breakfast,500.0,g,299.0,jiomart,370.0,68.4,10.2,6.8,11.1,5.3,0.9,150.0,2.4,,,,,,,,,,,,,,,
253,jiomart_society_society_tea_masala_tea_pouch_500g,"Society Tea Masala Tea Pouch, 500g",Society,beverage,tea-cofee,500.0,g,345.0,jiomart,60.0,11.2,8.5,0.6,1.3,0.9,0.2,10.0,0.4,,,,,,,,,,,,,,,
254,jiomart_coreganic_coreganic_100_natural_premium_california_almonds_200g,Coreganic 100% Natural Premium California Almonds 200g,Coreganic,essentials,dry-fruits-nuts,200.0,g,251.0,jiomart,,,,,56.0,8.0,7.0,,,,,,,,,,,,,,,,,
255,jiomart_ritually_pure_ritually_pure_100_organic_black_salt_kala_namak_1_kg_each_pack_of_2_2_kg_pack,Ritually Pure 100% Organic | Black Salt | Kala Namak | 1 Kg Each | Pack of 2 | 2 Kg Pack,Ritually Pure,essentials,salt-sugar,1.0,kg,280.0,jiomart,,,,0.5,0.1,0.05,,350.0,60.0,,,,,,,,,,,,,,,
256,jiomart_eatyumm_eatyumm_seeded_dates_500gms_pin_khajoor_premium_quality_hygienically_vaccum_packed,EATYUMM Seeded Dates 500Gms( Pin Khajoor) -[ Premium Quality] [ Hygienically Vaccum Packed],Eatyumm,essentials,dry-fruits-nuts,500.0,g,179.0,jiomart,550.0,72.2,46.8,4.5,22.3,1.6,7.2,0.5,0.8,,,,,,,,,,,,,,,
257,jiomart_aeroplane_brand_aeroplane_la_taste_sela_basmati_rice_5_kg_pack,Aeroplane La Taste Sela Basmati Rice 5 Kg Pack,Aeroplane Brand,essentials,rice,5.0,kg,624.0,jiomart,1094.0,2.3,0.1,2.9,0.8,0.4,0.3,1.0,0.2,,,,,,,,,,,,,,,
258,jiomart_tummyfriendly_foods_tummyfriendly_foods_certified_organic_sprouted_multi_grain_fruit_vegetable_porri,"TummyFriendly Foods Certified Organic Sprouted Multi Grain Fruit Vegetable Porridge Mix (Sprouted Wheat, Oats, Banana, Beetroot, Green Peas) , Organic Baby Food For 8 Months Old, Made of Sprouted Whole Wheat, 200g Each, 2Packs/cereals|Cereals",Tummyfriendly Foods,baby,baby,8.0,Months,579.0,jiomart,,65.0,10.0,3.0,2.5,1.0,4.0,,0.2,,,,,,,,,,,,,,,
259,jiomart_the_oil_factory_the_oil_factory_525l_pomace_olive_oil_ideal_for_all_indian_cooking_imported_from_spa,The Oil Factory 5.25L Pomace Olive Oil | Ideal for All Indian Cooking | Imported from Spain,The Oil Factory,essentials,oil,5.25,L,1599.0,jiomart,870.0,2.5,0.1,14.4,91.9,7.3,0.2,0.1,0.2,,,,,,,,,,,,,,,
260,jiomart_good_life_good_life_dal_mix_500_g,Good Life Dal Mix 500 g,Good Life,essentials,pulses,500.0,g,69.0,jiomart,370.0,64.0,4.5,16.3,8.1,2.6,7.0,250.0,4.5,,,,,,,,,,,,,,,
261,jiomart_dry_fruit_hub_nature_gives_we_serve_dry_fruit_hub_100_pure_honey_500_gms_shahad_purity_certified_by_,Dry Fruit Hub - 100% Pure Honey 500 gms | Shahad | PURITY CERTIFIED BY FOOD CERT.IND LAB | Raw Organic Honey | Multifloral Wild Honey With Every Bottle Unique Serial Number Provided By AGMARK OF INDIA (APIS DORSATA BEE HONEY),Dry Fruit Hub Nature Gives We Serve,spread,sauce-ketchup-butter,500.0,g,320.0,jiomart,,,17.1,0.2,11.5,8.4,0.3,,0.1,,,,,,,,,,,,,,,
262,jiomart_natrixeed_natrixeed_rajasthani_natural_ker_dry_sun_dried_capparis_200_gm,NATRIXEED Rajasthani Natural Ker Dry | Sun Dried Capparis | 200 GM,Natrixeed,flavourings,pickles-chutney,200.0,g,414.0,jiomart,360.0,12.0,8.0,2.0,32.0,14.0,0.5,250.0,1.0,,,,,,,,,,,,,,,
263,jiomart_green_piece_green_piece_mango_pickle_green_chilli_pickle_and_methiua_keri_pickle_methi_mango250gm_x_,"Green Piece Mango Pickle , Green Chilli Pickle and Methiua Keri Pickle (Methi Mango)(250gm X 3)",Green Piece,flavourings,pickles-chutney,250.0,g,309.0,jiomart,,7.2,6.5,0.3,14.1,8.5,0.7,150.0,2.0,,,,,,,,,,,,,,,
264,jiomart_natures_quest_natures_quest_whole_wheat_9000_gms_gehu_wheat_grain,Nature's Quest Whole Wheat 9000 Gms | Gehu | Wheat Grain,Nature'S Quest,essentials,wheat-soya,9000.0,g,1199.0,jiomart,369.0,72.2,1.4,12.9,3.8,0.7,2.5,1.0,0.6,,,,,,,,,,,,,,,
265,jiomart_foodado_foodado_premium_gluten_free_ajwain_biscuit_900gm_lactose_free_multigrain_sweet_salty,FOODADO Premium Gluten Free Ajwain Biscuit (900gm) | Lactose Free| Multigrain| Sweet & Salty,Foodado,snacks,bakery,900.0,g,387.0,jiomart,550.0,70.0,12.0,5.0,25.0,10.0,2.0,350.0,4.0,,,,,,,,,,,,,,,
266,jiomart_hf_surya_hf_surya_500g_salt_combo_rock_salt_250g_black_salt_250g,"HF, SURYA 500g Salt Combo; Rock Salt 250g+ Black Salt 250g","Hf, Surya",essentials,salt-sugar,500.0,g,159.0,jiomart,,,,,,,,1040.0,750.0,,,,,,,,,,,,,,,
267,jiomart_scoopeat_scoopeat_assorted_muesli_multigrain_250gm_fruit_nut_250gm_combo_of_2_breakfast_cereal_with_,"Scoopeat Assorted Muesli- Multigrain - 250gm & Fruit & Nut - 250gm Combo of 2 | Breakfast Cereal with Rolled Oats, Millets, Almonds, Seeds & Real Fruits | High Fiber, No Refined Sugar| No Preservatives| No Artificial Flavor & Colors",Scoopeat,snacks,breakfast,250.0,g,429.0,jiomart,,60.0,10.0,5.0,15.0,3.5,4.0,,1.0,"Rolled Oats, Millets, Almonds, Seeds, Real Fruits",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,
268,jiomart_healthy_panda_healthy_panda_peanut_chutney_powder_125_g_pack_of_2,Healthy Panda Peanut Chutney Powder - 125 g (Pack of 2),Healthy Panda,flavourings,pickles-chutney,125.0,g,166.0,jiomart,350.0,25.0,10.0,5.0,20.0,8.0,2.0,200.0,1.0,,,,,,,,,,,,,,,
269,jiomart_organic_tattva_organic_tattva_idli_rice_1_kg,Organic Tattva Idli Rice 1 kg,Organic Tattva,essentials,rice,1.0,kg,120.0,jiomart,,78.2,0.9,3.6,1.4,0.8,1.2,0.5,0.3,"Rice, Idli rice flour, Mustard oil",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,
270,jiomart_trinetra_trinetra_desi_khand_1_kg_sugar,Trinetra Desi Khand 1 kg Sugar,Trinetra,essentials,salt-sugar,1.0,kg,147.0,jiomart,,,74.0,1.5,4.2,3.8,0.5,,0.6,,,,,,,,,,,,,,,
271,jiomart_nescafe_nescafe_gold_original_powder_95_gram_glass_bottle_imported_from_indonesia,"Nescafe Gold Original Powder 95 Gram, Glass Bottle - Imported from Indonesia",Nescafe,beverage,tea-cofee,95.0,g,680.0,jiomart,,64.2,16.1,4.3,7.5,4.8,0.6,0.1,0.2,,,,,,,,,,,,,,,
272,jiomart_orbit_wrigleys_orbit_sugar_free_mixed_fruit_chewing_gum_198_g,Wrigley's Orbit Sugar Free Mixed Fruit Chewing Gum 19.8 g,Orbit,chocolate,chocolate,19.8,g,42.0,jiomart,,34.5,33.9,1.3,0.2,0.1,0.5,,0.1,,,,,,,,,,,,,,,
273,jiomart_red_cliff_red_cliff_liquid_food_color_blueyellowbrowngreenorangepinkredviolet_combo_pack_of_8_for_ba,"RED CLIFF Liquid Food Color Blue+Yellow+Brown+Green+Orange+Pink+Red+Violet | Combo Pack Of 8 | For Baking, Decorating, Icing, Cooking, Slime Making Kit & DIY Crafts | (8x40ml)",Red Cliff,flavourings,pickles-chutney,,ml,299.0,jiomart,,0.5,0.2,0.1,0.3,0.1,,10.0,5.0,,,,,,,,,,,,,,,
274,jiomart_society_society_masala_tea_pouch_250g,"Society Masala tea pouch, 250g",Society,beverage,tea-cofee,250.0,g,180.0,jiomart,10.0,2.5,1.8,0.3,0.6,0.4,0.2,20.0,1.0,,,,,,,,,,,,,,,
275,jiomart_chokhi_dhani_chokhi_dhani_garlic_pickle_200gm_pack_2,Chokhi Dhani Garlic Pickle 200gm Pack 2,Chokhi Dhani,flavourings,pickles-chutney,200.0,g,220.0,jiomart,64.0,9.2,4.8,0.6,7.3,1.5,0.2,350.0,4.0,,,,,,,,,,,,,,,
276,jiomart_kozhikodens_kozhikodens_banana_chips_made_in_100_pure_coconut_oil_800g_4_x_200g_packs_crispy_kerala_,"Kozhikoden's Banana Chips | Made in 100% Pure Coconut Oil | 800g (4 x 200g Packs) | Crispy Kerala Snack | No Artificial Flavors, Colors, or Preservatives | Vegan & Healthy | Thin Nendran Wafers",Kozhikoden'S,snacks,chips-namkeen,,g,579.0,jiomart,540.0,74.0,12.0,2.0,22.0,14.0,1.0,50.0,0.5,,,,,,,,,,,,,,,
277,jiomart_green_piece_green_piece_soya_sauce_200gmgreen_chilli_sauce_200gmred_chilli_sauce_200gmtomato_sauce_2,"Green Piece Soya Sauce (200gm),Green Chilli Sauce (200gm),Red Chilli Sauce (200gm),Tomato Sauce (200gm),",Green Piece,spread,sauce-ketchup-butter,200.0,g,214.0,jiomart,,10.2,4.5,3.8,11.1,6.5,0.2,350.0,0.7,"Soya Protein Isolate, Vegetable Oil, Sugar, Salt, Spices, Flavor Enhancers",30g,7.0,,,,,,,,,,,,
278,jiomart_neat_everyday_neat_everyday_cold_pressed_sesame_oil_kacchi_ghani_unrefined_gingelly_oil_100_pure_unr,"NEAT EVERYDAY Cold Pressed Sesame Oil, Kacchi Ghani, Unrefined Gingelly Oil | 100% Pure, Unrefined & Edible | For Daily Cooking with Multipurpose Usage | Chemical-Free | 60ml Bottle",Neat Everyday,essentials,oil,60.0,ml,160.0,jiomart,,0.2,0.1,0.0,14.6,8.5,0.4,,0.1,,,,,,,,,,,,,,,
279,jiomart_blue_himalayas_blue_himalayas_wood_pressed_sunflower_oil_1l_plastic_bottle_kolhuchekku_extracted_on_,Blue Himalayas Wood Pressed Sunflower Oil 1L | Plastic Bottle | Kolhu/Chekku | Extracted on Wooden Churner | Natural | Chemical-Free | Cold Pressed Sunflower Oil for Cooking,Blue Himalayas,essentials,oil,1.0,L,599.0,jiomart,,0.5,0.0,0.0,14.2,7.8,0.1,,0.01,"Mustard Oil, Sunflower Seeds, Spices",10ml,10.0,,,,,,,,,,,,
280,jiomart_tummyfriendly_foods_tummyfriendly_foods_sprouted_ragi_almond_dates_porridge_mix_cereal_200_g_8_month,"TummyFriendly Foods Sprouted Ragi, Almond, Dates Porridge Mix Cereal (200 g, 8+ Months)",Tummyfriendly Foods,baby,baby,200.0,g,299.0,jiomart,,64.2,24.1,10.3,11.5,7.2,4.8,,0.6,,,,,,,,,,,,,,,
281,jiomart_continental_continental_xtra_instant_coffee_powder_200_g,Continental Xtra Instant Coffee Powder 200 g,Continental,beverage,tea-cofee,200.0,g,399.0,jiomart,,,,,,,,1.0,0.3,,,,,,,,,,,,,,,
282,jiomart_bagrrys_bagrrys_whey_protein_muesli_750_gm_15gm_protein_per_serve_chocolate_flavourwhole_oats_califo,"Bagrry's Whey Protein Muesli, 750 GM |15gm Protein Per Serve |Chocolate Flavour|Whole Oats & Californian Almonds|Breakfast Cereal|Protein Rich|Premium American Whey Muesli",Bagrry'S,snacks,breakfast,750.0,g,587.0,jiomart,,23.4,10.2,15.0,6.3,1.5,2.8,,0.4,"Whole Oats, Californian Almonds, Whey Protein",30g,7.0,,,,,,,,,,,,
283,jiomart_24_mantra_organic_24_mantra_organic_idli_rice_1_kg,24 Mantra Organic Idli Rice 1 kg,24 Mantra Organic,essentials,rice,24.0,,111.0,jiomart,360.0,76.2,0.4,3.6,1.8,0.9,0.7,1.0,0.2,,,,,,,,,,,,,,,
284,jiomart_nutraj_nutraj_anymany_california_almond_kernels_independence_1kg,Nutraj Anymany California Almond Kernels Independence 1kg,Nutraj,essentials,dry-fruits-nuts,1.0,kg,844.0,jiomart,,21.8,4.6,21.8,57.3,9.5,10.2,,,,,,,,,,,,,,,,,
285,jiomart_fruvanta_fruvanta_jain_combo_without_oniongarlicpotato_soya_sauce_200gm_green_chilli_sauce_200gm_red,"Fruvanta Jain Combo Without Onion/garlic/Potato Soya Sauce (200gm) , green Chilli Sauce (200gm) , Red Chilli Sauce (200gm) (Pack of 3)",Fruvanta,spread,sauce-ketchup-butter,200.0,g,199.0,jiomart,,7.5,4.2,1.8,10.3,6.5,0.5,350.0,2.1,,,,,,,,,,,,,,,
286,jiomart_anjali_anjali_yenstar_groundnutpeanut_oil_2_litre_can,Anjali Yenstar Groundnut/Peanut Oil 2 Litre Can,Anjali,essentials,oil,2.0,L,557.0,jiomart,,,,0.5,24.8,12.2,,,,,,,,,,,,,,,,,,
287,jiomart_happy_harvest_happy_harvest_premium_phool_makhana_250g_healthy_crunchy_fox_nuts,HAPPY HARVEST Premium Phool Makhana 250g | Healthy & Crunchy Fox Nuts,Happy Harvest,essentials,dry-fruits-nuts,250.0,g,334.0,jiomart,375.0,74.2,18.5,3.8,14.1,0.9,4.2,10.0,0.6,,,,,,,,,,,,,,,
288,jiomart_pink_delight_pink_delight_100_natural_jaggery_powder_500_gm_2_packs_1_kg_,Pink Delight 100% Natural Jaggery Powder 500 Gm* 2 Packs ( 1 Kg ),Pink Delight,essentials,salt-sugar,500.0,g,240.0,jiomart,,24.2,57.1,0.8,0.5,0.3,0.2,,1.9,,,,,,,,,,,,,,,
289,jiomart_freshocartz_freshocartz_special_paan_candy_pan_flavoured_candygoli_sweet_candy_pack_for_kids_paan_ca,"FreshoCartz Special Paan Candy, Pan Flavoured Candy/Goli | Sweet Candy Pack for Kids Paan Candy",Freshocartz,chocolate,chocolate,400.0,g,199.0,jiomart,550.0,61.5,50.0,4.3,32.2,20.1,2.5,10.0,0.8,,,,,,,,,,,,,,,
